               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 106,             0.05181,            0.051861,                   0,             0.70739,             0.49197,             0.55675,             0.26501,            0.056225,            0.061916,                   0,            0.006535,            0.006535,            0.006535
                 107,              0.0501,            0.051541,                   0,             0.70141,             0.48547,             0.54715,              0.2512,            0.058233,            0.061793,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.050344,            0.051765,                   0,             0.67769,             0.48967,             0.54303,             0.25769,             0.05822,             0.06345,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.050414,            0.051177,                   0,             0.68331,             0.50612,             0.55539,             0.26257,            0.057042,            0.062148,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.050912,            0.051106,                   0,             0.68343,             0.50813,             0.55675,             0.26409,            0.057034,            0.061877,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.048661,            0.049254,                   0,             0.69937,             0.49159,             0.54933,             0.26204,            0.057661,            0.061969,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.049946,            0.051608,                   0,             0.68229,             0.50669,              0.5597,             0.26819,            0.056592,            0.062009,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.050023,            0.051791,                   0,             0.67263,             0.50402,             0.55313,              0.2658,            0.056144,             0.06258,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.049335,            0.049152,                   0,             0.66592,             0.52409,             0.55917,             0.25969,            0.057468,            0.061724,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.04897,            0.049806,                   0,             0.68918,              0.4973,             0.55128,             0.26183,            0.057792,            0.061985,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.049059,            0.049816,                   0,             0.72092,             0.49388,             0.56458,             0.27588,            0.055975,            0.061546,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.049303,            0.050125,                   0,             0.67772,             0.51568,             0.56437,             0.27298,            0.056218,            0.061763,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.049563,            0.049826,                   0,             0.67585,             0.51549,             0.56137,             0.26764,            0.056912,            0.062988,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.048976,            0.050142,                   0,             0.64848,             0.51013,             0.54786,             0.25957,            0.057829,            0.061823,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.048907,            0.049963,                   0,             0.67595,             0.51052,             0.55646,             0.26397,            0.057109,            0.062583,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.049264,            0.050347,                   0,             0.69443,             0.50319,             0.55771,             0.26635,            0.057235,            0.061943,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.049925,            0.050256,                   0,             0.67383,             0.50937,             0.55299,             0.26785,            0.057412,            0.063002,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.048697,            0.049042,                   0,             0.68347,             0.50822,             0.55636,             0.26268,            0.056746,            0.061807,                   0,            0.005974,            0.005974,            0.005974
                 124,             0.04831,            0.047608,                   0,             0.67142,             0.51224,             0.55513,             0.25964,            0.057058,            0.062677,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.048416,            0.048782,                   0,             0.65821,             0.51109,             0.54986,             0.25655,            0.058061,            0.062771,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.047519,            0.047619,                   0,             0.66157,             0.51816,             0.55751,             0.26691,            0.056317,            0.062473,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.047678,            0.046733,                   0,             0.64489,             0.52467,               0.556,             0.26877,            0.056759,            0.062212,                   0,            0.005842,            0.005842,            0.005842
                 128,             0.04765,            0.048614,                   0,             0.68413,             0.49866,             0.55648,             0.26968,            0.056415,             0.06357,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.047084,            0.046568,                   0,             0.68529,             0.50134,             0.55797,             0.26491,            0.056922,            0.062593,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.047128,             0.04813,                   0,             0.67729,             0.50669,             0.55104,             0.25935,             0.05758,            0.063773,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.046963,             0.04701,                   0,             0.69224,             0.50877,             0.55894,             0.27219,            0.056127,            0.062507,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.047472,            0.047531,                   0,             0.71406,             0.49044,             0.56179,             0.26696,            0.056961,             0.06276,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.046824,            0.048252,                   0,             0.66122,             0.52161,             0.55273,             0.27007,            0.056889,            0.063094,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.047255,            0.047953,                   0,             0.67702,             0.50982,             0.55595,             0.26617,            0.057208,            0.063424,                   0,            0.005611,            0.005611,            0.005611
