               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.070658,            0.066359,                   0,             0.44951,             0.30382,             0.28736,            0.086773,            0.073695,            0.070979,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.072236,            0.067465,                   0,             0.54708,             0.33384,             0.34139,             0.13369,            0.068883,            0.070247,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.070828,             0.06443,                   0,             0.51975,             0.30841,             0.32047,             0.11703,            0.070712,            0.071775,                   0,            0.009208,            0.009208,            0.009208
                  26,             0.06973,            0.065754,                   0,             0.53886,             0.37725,              0.3891,             0.15407,            0.066518,            0.066111,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.070041,            0.065934,                   0,              0.5368,             0.37094,             0.37919,             0.14579,            0.067856,            0.067564,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.069355,            0.064313,                   0,             0.55873,             0.38489,             0.39498,             0.15625,            0.066066,            0.066521,                   0,            0.009109,            0.009109,            0.009109
                  29,             0.06815,            0.063943,                   0,             0.53271,             0.39254,             0.39747,             0.15876,             0.06622,            0.066607,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.067756,            0.062926,                   0,             0.58102,             0.36936,             0.39476,             0.15668,            0.066038,            0.067695,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.067073,            0.063789,                   0,             0.56425,             0.39598,             0.40872,             0.16557,             0.06568,            0.070697,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.068262,             0.06522,                   0,             0.57402,             0.38164,             0.39984,             0.16081,            0.066609,            0.068422,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.066998,            0.062106,                   0,             0.59661,             0.40574,             0.43601,             0.17653,            0.064975,            0.065555,                   0,            0.008944,            0.008944,            0.008944
                  34,             0.06627,             0.06421,                   0,             0.58588,             0.41721,             0.44034,             0.18183,            0.063718,            0.067367,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.065812,            0.062439,                   0,             0.56239,             0.38948,             0.40386,             0.16677,            0.064085,            0.066161,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.066036,            0.064696,                   0,             0.62445,             0.38151,             0.42543,             0.15912,            0.066793,            0.066393,                   0,            0.008845,            0.008845,            0.008845
                  37,             0.06506,            0.063388,                   0,             0.56461,             0.40912,             0.42752,             0.17641,            0.065054,            0.066227,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.065188,            0.061702,                   0,             0.60813,             0.41377,             0.44862,             0.17801,            0.063776,            0.064499,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.064749,            0.063274,                   0,              0.6074,             0.40631,             0.44476,             0.17874,            0.064773,            0.064713,                   0,            0.008746,            0.008746,            0.008746
                  40,             0.06431,            0.060005,                   0,             0.61963,             0.39006,             0.43134,             0.18261,            0.064182,            0.065788,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.064169,            0.063277,                   0,             0.59998,             0.41683,             0.44834,             0.19022,            0.063841,            0.064945,                   0,             0.00868,             0.00868,             0.00868
                  42,             0.06315,            0.062001,                   0,             0.58344,             0.42218,             0.44963,             0.17947,            0.063526,            0.064849,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.064063,            0.062319,                   0,             0.62824,             0.41295,             0.45082,             0.17882,            0.065059,            0.063471,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.063261,            0.060749,                   0,             0.55043,             0.32505,             0.32918,             0.12699,            0.071136,            0.074645,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.062072,            0.060523,                   0,             0.62431,               0.413,             0.45135,             0.19816,            0.062197,            0.064301,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.062576,            0.060235,                   0,             0.60029,             0.43709,             0.46531,             0.20482,            0.061327,            0.065095,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.063111,            0.059856,                   0,             0.63057,             0.42715,             0.46368,             0.20247,            0.062254,            0.067289,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.062276,            0.062461,                   0,             0.57867,             0.38164,             0.39638,             0.17005,             0.06639,            0.073384,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.062683,            0.063182,                   0,             0.58427,             0.45709,             0.48461,             0.20978,            0.061124,            0.063076,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.061668,            0.060582,                   0,             0.60551,             0.39885,             0.42924,             0.17871,            0.065713,            0.066226,                   0,            0.008383,            0.008383,            0.008383
                  51,             0.06202,            0.061427,                   0,             0.59545,             0.45311,             0.47697,             0.21612,            0.060432,            0.066126,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.062364,            0.060246,                   0,             0.59294,             0.44646,             0.46915,             0.19835,            0.063026,            0.063906,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.060193,            0.058804,                   0,             0.65634,             0.43614,               0.491,             0.22194,            0.060182,             0.06448,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.060346,            0.059418,                   0,             0.57182,             0.45488,             0.47382,             0.20532,            0.061032,            0.065165,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.061228,            0.060731,                   0,             0.65355,             0.42792,             0.48785,             0.21656,            0.060061,            0.063254,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.060296,            0.059578,                   0,              0.6413,             0.44589,              0.4897,             0.20987,            0.061735,            0.064505,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.059968,             0.05837,                   0,             0.63508,             0.42562,             0.47416,             0.19868,            0.062346,            0.063354,                   0,            0.008152,            0.008152,            0.008152
                  58,             0.06022,             0.05888,                   0,              0.6775,             0.43384,             0.49976,             0.22406,            0.060112,            0.063574,                   0,            0.008119,            0.008119,            0.008119
                  59,             0.05969,            0.057917,                   0,             0.65345,             0.42352,             0.47741,             0.20575,            0.062347,             0.06413,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.059948,            0.060225,                   0,               0.639,             0.39904,             0.43982,             0.19792,            0.062294,            0.067075,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.060479,            0.061495,                   0,             0.64455,             0.44137,             0.48746,             0.21743,            0.060573,            0.063312,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.059946,            0.057612,                   0,             0.56376,             0.39025,             0.41428,             0.16637,            0.064852,            0.069362,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.060185,            0.060881,                   0,             0.65426,             0.46042,              0.5074,             0.23321,            0.058852,            0.062618,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.059617,            0.059114,                   0,             0.66364,              0.4561,             0.50563,             0.22846,            0.059392,             0.06332,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.059111,            0.058005,                   0,             0.65094,             0.42849,             0.46576,             0.20421,            0.063386,            0.068095,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.058042,            0.058354,                   0,             0.65984,             0.43652,             0.49319,             0.21492,            0.061285,            0.063783,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.058759,            0.058427,                   0,             0.64942,             0.45201,             0.50649,             0.22091,            0.059939,            0.062255,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.058458,            0.056611,                   0,             0.64228,             0.46424,             0.50984,             0.23233,            0.059607,            0.065799,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.058041,            0.055728,                   0,             0.61478,             0.47055,             0.50602,             0.22364,            0.059956,            0.063174,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.057985,            0.057267,                   0,             0.66964,             0.45074,             0.51131,             0.23453,            0.058658,            0.062669,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.057713,            0.056246,                   0,             0.65956,              0.4369,             0.49242,             0.22122,            0.060759,            0.063128,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.056778,            0.055461,                   0,             0.69798,             0.43671,             0.51114,             0.22826,            0.059377,            0.062131,                   0,            0.007657,            0.007657,            0.007657
                  73,             0.05782,            0.057365,                   0,             0.64715,             0.46711,             0.50943,             0.22944,            0.059433,            0.063633,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.056826,            0.056529,                   0,             0.62794,             0.47247,             0.50732,              0.2264,            0.059502,            0.062763,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.057306,            0.058579,                   0,             0.67423,             0.44321,             0.50511,             0.23146,            0.060184,            0.062717,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.057485,            0.057123,                   0,             0.65493,             0.46138,             0.51126,             0.22813,            0.058931,            0.062369,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.056728,            0.056307,                   0,              0.6495,             0.48222,              0.5236,             0.23283,            0.059993,            0.062632,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.056542,            0.056621,                   0,             0.65002,              0.4696,             0.52182,             0.24001,            0.058445,            0.062528,                   0,            0.007459,            0.007459,            0.007459
